fold_id,image_id,crop_path,dataset_split,crop_label,prediction,error_type,probability_dirty_positive,selected_threshold,threshold_margin,grayscale_mean,grayscale_std,grayscale_p05,grayscale_p95,hsv_saturation_mean,hsv_value_mean,laplacian_variance,edge_pixel_fraction,selected_for_contact_sheet,contact_sheet_path
8,8,dirty_positive/dirty_8_13.jpg,train,dirty_positive,dirty_positive,true_positive,0.30798018,0.30,0.00798018,0.70302153,0.08605071,0.58039218,0.87058824,0.08536115,0.72042596,0.00231006,0.44358826,false,
8,8,dirty_positive/dirty_8_14.jpg,train,dirty_positive,dirty_positive,true_positive,0.47830332,0.30,0.17830332,0.72328269,0.08227477,0.60392159,0.88627452,0.07460728,0.74158430,0.00260326,0.46374512,false,
8,8,dirty_positive/dirty_8_15.jpg,train,dirty_positive,dirty_positive,true_positive,0.61170879,0.30,0.31170879,0.68328154,0.08371279,0.56862748,0.84313726,0.09771609,0.70039737,0.00208295,0.42901611,false,
8,8,dirty_positive/dirty_8_16.jpg,train,dirty_positive,clean_negative,false_negative,0.16707470,0.30,0.13292530,0.72523767,0.06540686,0.63529414,0.86274511,0.06773221,0.74865687,0.00236306,0.37391663,true,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_8_false_negative.jpg
8,8,dirty_positive/dirty_8_17.jpg,train,dirty_positive,dirty_positive,true_positive,0.73280063,0.30,0.43280063,0.65407884,0.08731322,0.55686277,0.83921570,0.12605371,0.67371094,0.00172727,0.39067078,false,
8,8,dirty_positive/dirty_8_18.jpg,train,dirty_positive,dirty_positive,true_positive,0.53452021,0.30,0.23452021,0.64857459,0.08483987,0.54901963,0.82745099,0.12999597,0.66866386,0.00173460,0.38612366,false,
8,8,dirty_positive/dirty_8_19.jpg,train,dirty_positive,dirty_positive,true_positive,0.94876249,0.30,0.64876249,0.67588305,0.09112252,0.56862748,0.86666667,0.11107244,0.69389200,0.00208262,0.44429016,false,
8,8,dirty_positive/dirty_8_20.jpg,train,dirty_positive,dirty_positive,true_positive,0.83825583,0.30,0.53825583,0.64677477,0.08412735,0.55294120,0.82352942,0.13094418,0.66703689,0.00167079,0.37648010,false,
8,8,dirty_positive/dirty_8_21.jpg,train,dirty_positive,dirty_positive,true_positive,0.91105594,0.30,0.61105594,0.62806171,0.05193216,0.56078434,0.71372551,0.08584446,0.64059508,0.00162277,0.32275391,false,
8,8,dirty_positive/dirty_8_22.jpg,train,dirty_positive,dirty_positive,true_positive,0.99373585,0.30,0.69373585,0.63183039,0.04633023,0.56862748,0.70196080,0.07069972,0.64237142,0.00144957,0.26533508,false,
8,8,dirty_positive/dirty_8_23.jpg,train,dirty_positive,dirty_positive,true_positive,0.97838774,0.30,0.67838774,0.62005389,0.05923028,0.54117650,0.72549021,0.10902981,0.63567710,0.00207613,0.42546082,false,
8,8,dirty_positive/dirty_8_24.jpg,train,dirty_positive,dirty_positive,true_positive,0.99043671,0.30,0.69043671,0.62937605,0.04699719,0.56470591,0.70196080,0.07633339,0.64084065,0.00152295,0.27862549,false,
8,8,dirty_positive/dirty_8_25.jpg,train,dirty_positive,dirty_positive,true_positive,0.68501414,0.30,0.38501414,0.71332788,0.06752907,0.61960787,0.84705883,0.06958971,0.72880179,0.00315561,0.50900269,false,
8,8,dirty_positive/dirty_8_26.jpg,train,dirty_positive,dirty_positive,true_positive,0.36631742,0.30,0.06631742,0.70848930,0.06944691,0.60392159,0.84313726,0.07019163,0.72396088,0.00331940,0.52229309,false,
8,8,dirty_positive/dirty_8_27.jpg,train,dirty_positive,dirty_positive,true_positive,0.31968582,0.30,0.01968582,0.69296384,0.07750167,0.58039218,0.83529413,0.08487980,0.70753157,0.00310688,0.52751160,false,
8,8,dirty_positive/dirty_8_28.jpg,train,dirty_positive,dirty_positive,true_positive,0.59416558,0.30,0.29416558,0.71472090,0.06535554,0.62352943,0.84705883,0.07148246,0.73266470,0.00264542,0.45709229,false,
8,8,dirty_positive/dirty_8_29.jpg,train,dirty_positive,clean_negative,false_negative,0.08051702,0.30,0.21948298,0.71685666,0.05918799,0.65490198,0.84313726,0.06568993,0.74226922,0.00296569,0.39189148,true,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_8_false_negative.jpg
8,8,dirty_positive/dirty_8_30.jpg,train,dirty_positive,clean_negative,false_negative,0.02703162,0.30,0.27296838,0.71502572,0.05238321,0.66666669,0.82745099,0.06904519,0.74265087,0.00226649,0.31372070,true,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_8_false_negative.jpg
8,8,dirty_positive/dirty_8_31.jpg,train,dirty_positive,clean_negative,false_negative,0.02263845,0.30,0.27736155,0.71506715,0.05258283,0.66274512,0.82745099,0.06917904,0.74239910,0.00221801,0.31362915,true,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_8_false_negative.jpg
8,8,dirty_positive/dirty_8_32.jpg,train,dirty_positive,clean_negative,false_negative,0.10704761,0.30,0.19295239,0.71606618,0.05552739,0.65490198,0.83529413,0.06804630,0.74084985,0.00244003,0.35806274,true,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_8_false_negative.jpg
8,8,dirty_positive/dirty_8_33.jpg,train,dirty_positive,dirty_positive,true_positive,0.97151531,0.30,0.67151531,0.60412288,0.06222522,0.50196081,0.70980394,0.12043230,0.62359726,0.00170490,0.37493896,false,
8,8,dirty_positive/dirty_8_34.jpg,train,dirty_positive,dirty_positive,true_positive,0.85332113,0.30,0.55332113,0.59493130,0.06750806,0.49019608,0.70980394,0.12620580,0.61506402,0.00174926,0.40266418,false,
8,8,dirty_positive/dirty_8_35.jpg,train,dirty_positive,dirty_positive,true_positive,0.95821861,0.30,0.65821861,0.59547782,0.06737790,0.49019608,0.70980394,0.12580405,0.61557364,0.00174232,0.40107727,false,
8,8,dirty_positive/dirty_8_36.jpg,train,dirty_positive,dirty_positive,true_positive,0.96978321,0.30,0.66978321,0.61221343,0.05478610,0.52941179,0.70588237,0.11366422,0.63064015,0.00169910,0.35746765,false,
8,8,dirty_positive/dirty_8_37.jpg,train,dirty_positive,dirty_positive,true_positive,0.99994899,0.30,0.69994899,0.57651597,0.04970468,0.50588238,0.66274512,0.16627754,0.60016513,0.00136035,0.29835510,true,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_8_true_positive.jpg
8,8,dirty_positive/dirty_8_38.jpg,train,dirty_positive,dirty_positive,true_positive,0.99999807,0.30,0.69999807,0.59779972,0.05508823,0.52941179,0.69803923,0.15272313,0.62018955,0.00145431,0.31144714,true,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_8_true_positive.jpg
8,8,dirty_positive/dirty_8_39.jpg,train,dirty_positive,dirty_positive,true_positive,0.99999654,0.30,0.69999654,0.58416438,0.05222051,0.51764709,0.67843139,0.16171092,0.60746264,0.00142269,0.30020142,true,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_8_true_positive.jpg
8,8,dirty_positive/dirty_8_40.jpg,train,dirty_positive,dirty_positive,true_positive,0.99992040,0.30,0.69992040,0.58792639,0.05901916,0.50588238,0.69411767,0.14779556,0.60855377,0.00202359,0.38044739,true,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_8_true_positive.jpg
8,8,dirty_positive/dirty_8_41.jpg,train,dirty_positive,dirty_positive,true_positive,0.99998685,0.30,0.69998685,0.62328148,0.07552913,0.52941179,0.76862746,0.14589527,0.64424914,0.00151093,0.36994934,true,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_8_true_positive.jpg
8,8,dirty_positive/dirty_8_42.jpg,train,dirty_positive,clean_negative,false_negative,0.08040396,0.30,0.21959604,0.62239718,0.08475568,0.51372552,0.78823531,0.14155909,0.64253354,0.00158492,0.38825989,true,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_8_false_negative.jpg
8,8,dirty_positive/dirty_8_43.jpg,train,dirty_positive,clean_negative,false_negative,0.21788188,0.30,0.08211812,0.64345860,0.08340542,0.53725493,0.80000001,0.13347168,0.66270870,0.00159616,0.41410828,false,
8,8,dirty_positive/dirty_8_44.jpg,train,dirty_positive,dirty_positive,true_positive,0.99999376,0.30,0.69999376,0.59770358,0.06797445,0.50588238,0.73333335,0.15841407,0.62025678,0.00180548,0.35475159,true,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_8_true_positive.jpg
8,8,dirty_positive/dirty_8_45.jpg,train,dirty_positive,clean_negative,false_negative,0.16770903,0.30,0.13229097,0.68692148,0.07897943,0.56862748,0.83137256,0.08348204,0.70213854,0.00315161,0.50859070,true,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_8_false_negative.jpg
8,8,dirty_positive/dirty_8_46.jpg,train,dirty_positive,clean_negative,false_negative,0.19139020,0.30,0.10860980,0.69361871,0.07686523,0.58431375,0.83921570,0.07908427,0.70934600,0.00330036,0.50961304,true,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_8_false_negative.jpg
8,8,dirty_positive/dirty_8_47.jpg,train,dirty_positive,dirty_positive,true_positive,0.34968442,0.30,0.04968442,0.67385411,0.07875410,0.56078434,0.81960785,0.09284434,0.68903351,0.00288678,0.49308777,false,
8,8,dirty_positive/dirty_8_48.jpg,train,dirty_positive,clean_negative,false_negative,0.09697895,0.30,0.20302105,0.68352628,0.07934138,0.56862748,0.83137256,0.08551744,0.69860339,0.00311557,0.50625610,true,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_8_false_negative.jpg
8,8,dirty_positive/dirty_8_49.jpg,train,dirty_positive,dirty_positive,true_positive,0.90385392,0.30,0.60385392,0.57661438,0.07546785,0.47058824,0.71372551,0.13576284,0.59647125,0.00187055,0.41984558,false,
8,8,dirty_positive/dirty_8_50.jpg,train,dirty_positive,dirty_positive,true_positive,0.91086752,0.30,0.61086752,0.58953154,0.07411816,0.48627451,0.72156864,0.12661231,0.60821569,0.00208369,0.43461609,false,
8,8,dirty_positive/dirty_8_51.jpg,train,dirty_positive,dirty_positive,true_positive,0.97899738,0.30,0.67899738,0.57861805,0.07570810,0.47450981,0.71372551,0.13098904,0.59739888,0.00202667,0.43548584,false,
8,8,dirty_positive/dirty_8_52.jpg,train,dirty_positive,dirty_positive,true_positive,0.84045810,0.30,0.54045810,0.57299745,0.07489721,0.47058824,0.70588237,0.13992837,0.59377044,0.00174256,0.41291809,false,
8,8,dirty_positive/dirty_8_53.jpg,train,dirty_positive,dirty_positive,true_positive,0.99883765,0.30,0.69883765,0.54590273,0.06457988,0.46666667,0.67058825,0.16418135,0.56767225,0.00161144,0.40538025,true,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_8_true_positive.jpg
8,8,dirty_positive/dirty_8_54.jpg,train,dirty_positive,dirty_positive,true_positive,0.99606649,0.30,0.69606649,0.55797708,0.07280484,0.46666667,0.69411767,0.16105330,0.57937574,0.00175393,0.42619324,false,
8,8,dirty_positive/dirty_8_55.jpg,train,dirty_positive,dirty_positive,true_positive,0.99275963,0.30,0.69275963,0.56726086,0.07431661,0.46666667,0.70196080,0.15449736,0.58789712,0.00179711,0.44482422,false,
8,8,dirty_positive/dirty_8_56.jpg,train,dirty_positive,dirty_positive,true_positive,0.99407129,0.30,0.69407129,0.54922283,0.06616201,0.46666667,0.67450982,0.16077834,0.57058597,0.00172291,0.41229248,false,
8,8,dirty_positive/dirty_8_57.jpg,train,dirty_positive,clean_negative,false_negative,0.11317270,0.30,0.18682730,0.70512080,0.08871897,0.58823532,0.87450981,0.07573423,0.71799994,0.00574098,0.59092712,true,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_8_false_negative.jpg
8,8,dirty_positive/dirty_8_58.jpg,train,dirty_positive,clean_negative,false_negative,0.21404707,0.30,0.08595293,0.70342040,0.08546832,0.59215689,0.86666667,0.07657022,0.71766531,0.00496580,0.56809998,false,
8,8,dirty_positive/dirty_8_59.jpg,train,dirty_positive,clean_negative,false_negative,0.16409564,0.30,0.13590436,0.70449251,0.08570282,0.59215689,0.86666667,0.07590333,0.71877259,0.00509282,0.57151794,true,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_8_false_negative.jpg
8,8,dirty_positive/dirty_8_60.jpg,train,dirty_positive,clean_negative,false_negative,0.10292180,0.30,0.19707820,0.67260110,0.09016027,0.56078434,0.85098040,0.09207693,0.68537623,0.00631425,0.59709167,true,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_8_false_negative.jpg
8,8,dirty_positive/dirty_8_61.jpg,train,dirty_positive,dirty_positive,true_positive,0.81630627,0.30,0.51630627,0.50459337,0.04993582,0.43137255,0.59607846,0.19192290,0.53127992,0.00087987,0.27716064,false,
8,8,dirty_positive/dirty_8_62.jpg,train,dirty_positive,dirty_positive,true_positive,0.79581445,0.30,0.49581445,0.50126922,0.04852710,0.43137255,0.59215689,0.19025347,0.52771801,0.00084811,0.26811218,false,
8,8,dirty_positive/dirty_8_63.jpg,train,dirty_positive,dirty_positive,true_positive,0.87732851,0.30,0.57732851,0.51028609,0.05154536,0.43529412,0.60392159,0.19303972,0.53723878,0.00092790,0.29856873,false,
8,8,dirty_positive/dirty_8_64.jpg,train,dirty_positive,dirty_positive,true_positive,0.64368349,0.30,0.34368349,0.51591861,0.05304686,0.43529412,0.60784316,0.19306348,0.54298270,0.00105496,0.31106567,false,
8,8,dirty_positive/dirty_8_65.jpg,train,dirty_positive,dirty_positive,true_positive,0.70703473,0.30,0.40703473,0.59496671,0.09100579,0.47450981,0.77647060,0.16628993,0.61878645,0.00268024,0.48249817,false,
8,8,dirty_positive/dirty_8_66.jpg,train,dirty_positive,dirty_positive,true_positive,0.67868000,0.30,0.37868000,0.58477020,0.09336742,0.47058824,0.76862746,0.17183785,0.60928297,0.00212336,0.43511963,false,
8,8,dirty_positive/dirty_8_67.jpg,train,dirty_positive,dirty_positive,true_positive,0.74584027,0.30,0.44584027,0.59306896,0.09180554,0.47450981,0.77647060,0.16720414,0.61696410,0.00259846,0.47935486,false,
8,8,dirty_positive/dirty_8_68.jpg,train,dirty_positive,dirty_positive,true_positive,0.75585384,0.30,0.45585384,0.61599314,0.09547484,0.48627451,0.80000001,0.15371257,0.63837808,0.00285862,0.52206421,false,
8,8,dirty_positive/dirty_8_69.jpg,train,dirty_positive,clean_negative,false_negative,0.11534190,0.30,0.18465810,0.53013575,0.05541936,0.46274510,0.63921571,0.17726958,0.55651486,0.00072243,0.27119446,true,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_8_false_negative.jpg
8,8,dirty_positive/dirty_8_70.jpg,train,dirty_positive,clean_negative,false_negative,0.03101271,0.30,0.26898729,0.51815981,0.05266945,0.45098040,0.61960787,0.16471678,0.54219759,0.00068271,0.24430847,true,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_8_false_negative.jpg
8,8,dirty_positive/dirty_8_71.jpg,train,dirty_positive,clean_negative,false_negative,0.03612540,0.30,0.26387460,0.54657066,0.05602612,0.47058824,0.65098041,0.12700102,0.56688541,0.00065565,0.23158264,true,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_8_false_negative.jpg
8,8,dirty_positive/dirty_8_72.jpg,train,dirty_positive,clean_negative,false_negative,0.21478250,0.30,0.08521750,0.51606417,0.04677253,0.45098040,0.60392159,0.20467544,0.54565889,0.00058899,0.23745728,false,
8,8,dirty_positive/dirty_8_73.jpg,train,dirty_positive,dirty_positive,true_positive,0.98849137,0.30,0.68849137,0.63578510,0.08077775,0.53725493,0.80000001,0.08548920,0.65451229,0.00276385,0.43112183,false,
8,8,dirty_positive/dirty_8_74.jpg,train,dirty_positive,dirty_positive,true_positive,0.98275850,0.30,0.68275850,0.62891483,0.08411135,0.52941179,0.80000001,0.08655319,0.64844686,0.00283569,0.43283081,false,
8,8,dirty_positive/dirty_8_75.jpg,train,dirty_positive,dirty_positive,true_positive,0.99679145,0.30,0.69679145,0.64823568,0.07465145,0.54901963,0.80000001,0.08863436,0.66353816,0.00294365,0.47601318,true,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_8_true_positive.jpg
8,8,dirty_positive/dirty_8_76.jpg,train,dirty_positive,dirty_positive,true_positive,0.96140574,0.30,0.66140574,0.61661625,0.08264129,0.52941179,0.78431374,0.08455393,0.63839066,0.00272120,0.39636230,false,
8,8,dirty_positive/dirty_8_77.jpg,train,dirty_positive,dirty_positive,true_positive,0.95329713,0.30,0.65329713,0.63418245,0.09868040,0.52549022,0.82745099,0.07671001,0.65353072,0.00309947,0.46130371,false,
8,8,dirty_positive/dirty_8_78.jpg,train,dirty_positive,dirty_positive,true_positive,0.95165196,0.30,0.65165196,0.61735749,0.08588944,0.52549022,0.79215688,0.08255957,0.63885647,0.00284968,0.40951538,false,
8,8,dirty_positive/dirty_8_79.jpg,train,dirty_positive,dirty_positive,true_positive,0.94658315,0.30,0.64658315,0.63048303,0.09722352,0.52549022,0.82745099,0.07653798,0.65021110,0.00313830,0.45262146,false,
8,8,dirty_positive/dirty_8_80.jpg,train,dirty_positive,clean_negative,false_negative,0.09486939,0.30,0.20513061,0.62684095,0.09884658,0.51372552,0.81960785,0.08244641,0.64577734,0.00248815,0.43453979,true,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_8_false_negative.jpg
9,9,clean_negative/clean_9_1.jpg,validation,clean_negative,clean_negative,true_negative,0.00000338,0.60,0.59999662,0.70320702,0.01403509,0.69019610,0.71764708,0.02838183,0.71105945,0.00059128,0.00433350,true,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_9_true_negative.jpg
9,9,clean_negative/clean_9_2.jpg,validation,clean_negative,clean_negative,true_negative,0.00000459,0.60,0.59999541,0.70265472,0.01655919,0.69019610,0.71764708,0.02885192,0.71048415,0.00071082,0.00927734,false,
9,9,clean_negative/clean_9_3.jpg,validation,clean_negative,clean_negative,true_negative,0.00001298,0.60,0.59998702,0.70721221,0.03113759,0.69019610,0.72549021,0.02980269,0.71502233,0.00120941,0.04299927,false,
9,9,clean_negative/clean_9_4.jpg,validation,clean_negative,clean_negative,true_negative,0.00032139,0.60,0.59967861,0.71060288,0.03521163,0.69019610,0.76862746,0.03120159,0.71853298,0.00149155,0.06573486,false,
9,9,clean_negative/clean_9_5.jpg,validation,clean_negative,clean_negative,true_negative,0.00036446,0.60,0.59963554,0.71371126,0.03535192,0.69019610,0.77254903,0.03176473,0.72159350,0.00156560,0.07337952,false,
9,9,clean_negative/clean_9_6.jpg,validation,clean_negative,clean_negative,true_negative,0.00586113,0.60,0.59413887,0.71785003,0.03637199,0.69411767,0.78039217,0.03196465,0.72550690,0.00184406,0.09356689,false,
9,9,clean_negative/clean_9_7.jpg,validation,clean_negative,clean_negative,true_negative,0.01706916,0.60,0.58293084,0.72403306,0.04133724,0.69411767,0.81176472,0.03360698,0.73142457,0.00241708,0.14913940,false,
9,9,clean_negative/clean_9_8.jpg,validation,clean_negative,clean_negative,true_negative,0.01521179,0.60,0.58478821,0.72427636,0.04203504,0.67450982,0.80392158,0.03692268,0.73165721,0.00252008,0.17936707,false,
9,9,clean_negative/clean_9_9.jpg,validation,clean_negative,clean_negative,true_negative,0.01182963,0.60,0.58817037,0.72367603,0.04222986,0.65490198,0.78823531,0.03692932,0.73052251,0.00255285,0.19715881,false,
9,9,clean_negative/clean_9_10.jpg,validation,clean_negative,clean_negative,true_negative,0.01199088,0.60,0.58800912,0.72387064,0.04622903,0.63921571,0.79215688,0.03733802,0.73024869,0.00257628,0.21360779,false,
9,9,clean_negative/clean_9_11.jpg,validation,clean_negative,clean_negative,true_negative,0.01195649,0.60,0.58804351,0.72259206,0.05017994,0.62745100,0.79215688,0.03823110,0.72860932,0.00251259,0.21488953,false,
9,9,clean_negative/clean_9_12.jpg,validation,clean_negative,clean_negative,true_negative,0.01150536,0.60,0.58849464,0.71983254,0.05129641,0.62745100,0.78431374,0.03684794,0.72539759,0.00200287,0.17704773,false,
9,9,clean_negative/clean_9_13.jpg,validation,clean_negative,clean_negative,true_negative,0.00798478,0.60,0.59201522,0.71443254,0.04840180,0.62352943,0.77254903,0.03340083,0.71919346,0.00137849,0.12173462,false,
9,9,clean_negative/clean_9_14.jpg,validation,clean_negative,clean_negative,true_negative,0.00893541,0.60,0.59106459,0.71173072,0.04954097,0.62352943,0.77254903,0.03122547,0.71593809,0.00103761,0.08345032,false,
9,9,clean_negative/clean_9_15.jpg,validation,clean_negative,clean_negative,true_negative,0.00651388,0.60,0.59348612,0.70727539,0.05019113,0.61568630,0.77254903,0.03098677,0.71119398,0.00076122,0.05787659,false,
9,9,clean_negative/clean_9_16.jpg,validation,clean_negative,clean_negative,true_negative,0.00523168,0.60,0.59476832,0.70513821,0.04964856,0.61960787,0.76862746,0.02975805,0.70859551,0.00068099,0.04936218,false,
9,9,clean_negative/clean_9_17.jpg,validation,clean_negative,clean_negative,true_negative,0.00771531,0.60,0.59228469,0.70369375,0.04950719,0.61960787,0.76862746,0.02946257,0.70688903,0.00067859,0.05270386,false,
9,9,clean_negative/clean_9_18.jpg,validation,clean_negative,clean_negative,true_negative,0.00600287,0.60,0.59399713,0.70437646,0.04802178,0.62352943,0.76862746,0.02880542,0.70732969,0.00068710,0.05448914,false,
9,9,clean_negative/clean_9_19.jpg,validation,clean_negative,clean_negative,true_negative,0.00646558,0.60,0.59353442,0.70661283,0.04597397,0.62745100,0.76862746,0.02731569,0.70931977,0.00070139,0.05744934,false,
9,9,clean_negative/clean_9_20.jpg,validation,clean_negative,clean_negative,true_negative,0.00000323,0.60,0.59999677,0.69986266,0.00876691,0.68627453,0.71372551,0.02929646,0.70775700,0.00005488,0.00048828,true,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_9_true_negative.jpg
9,9,clean_negative/clean_9_21.jpg,validation,clean_negative,clean_negative,true_negative,0.00000701,0.60,0.59999299,0.70010382,0.01636338,0.68627453,0.71372551,0.02960373,0.70783389,0.00028328,0.01051331,false,
9,9,clean_negative/clean_9_22.jpg,validation,clean_negative,clean_negative,true_negative,0.00003740,0.60,0.59996260,0.70914829,0.04069613,0.68627453,0.79215688,0.03110800,0.71680927,0.00120399,0.07261658,false,
9,9,clean_negative/clean_9_23.jpg,validation,clean_negative,clean_negative,true_negative,0.00070286,0.60,0.59929714,0.71759570,0.05077121,0.68627453,0.83921570,0.03347443,0.72537160,0.00176865,0.12234497,false,
9,9,clean_negative/clean_9_24.jpg,validation,clean_negative,clean_negative,true_negative,0.00128425,0.60,0.59871575,0.72256911,0.05215586,0.69019610,0.84705883,0.03625740,0.73046476,0.00207863,0.15495300,false,
9,9,clean_negative/clean_9_25.jpg,validation,clean_negative,clean_negative,true_negative,0.02103374,0.60,0.57896626,0.72662920,0.05369639,0.69019610,0.85098040,0.03903893,0.73456573,0.00258221,0.20031738,false,
9,9,clean_negative/clean_9_26.jpg,validation,clean_negative,clean_negative,true_negative,0.33133278,0.60,0.26866722,0.72911280,0.06050997,0.65490198,0.86274511,0.04665354,0.73766965,0.00323758,0.26800537,false,
9,9,clean_negative/clean_9_27.jpg,validation,clean_negative,clean_negative,true_negative,0.14593656,0.60,0.45406344,0.72236061,0.06122566,0.61568630,0.84313726,0.05492716,0.73172688,0.00295139,0.28617859,false,
9,9,clean_negative/clean_9_28.jpg,validation,clean_negative,clean_negative,true_negative,0.10925034,0.60,0.49074966,0.71249247,0.06017266,0.60000002,0.81176472,0.05833435,0.72191364,0.00283159,0.29295349,false,
9,9,clean_negative/clean_9_29.jpg,validation,clean_negative,clean_negative,true_negative,0.15171116,0.60,0.44828884,0.70972002,0.06168298,0.59607846,0.80392158,0.05867376,0.71870863,0.00312683,0.31350708,false,
9,9,clean_negative/clean_9_30.jpg,validation,clean_negative,clean_negative,true_negative,0.16704610,0.60,0.43295390,0.70580280,0.06363405,0.59607846,0.79607844,0.05979770,0.71452737,0.00299407,0.30868530,false,
9,9,clean_negative/clean_9_31.jpg,validation,clean_negative,clean_negative,true_negative,0.02143849,0.60,0.57856151,0.70136821,0.06298675,0.59607846,0.78823531,0.05576489,0.70918643,0.00236236,0.25445557,false,
9,9,clean_negative/clean_9_32.jpg,validation,clean_negative,clean_negative,true_negative,0.01555674,0.60,0.58444326,0.69518387,0.05819826,0.59607846,0.76862746,0.04919805,0.70167685,0.00171678,0.19020081,false,
9,9,clean_negative/clean_9_33.jpg,validation,clean_negative,clean_negative,true_negative,0.00792682,0.60,0.59207318,0.69216394,0.05697203,0.60000002,0.76862746,0.04537258,0.69783723,0.00126852,0.13787842,false,
9,9,clean_negative/clean_9_34.jpg,validation,clean_negative,clean_negative,true_negative,0.00386124,0.60,0.59613876,0.68516409,0.05504129,0.60000002,0.76078433,0.04594613,0.69070053,0.00056527,0.08705139,false,
9,9,clean_negative/clean_9_35.jpg,validation,clean_negative,clean_negative,true_negative,0.00126722,0.60,0.59873278,0.67924988,0.05218696,0.60000002,0.75686276,0.04541411,0.68458307,0.00023537,0.05384827,false,
9,9,clean_negative/clean_9_36.jpg,validation,clean_negative,clean_negative,true_negative,0.00148845,0.60,0.59851155,0.67839891,0.05086809,0.60000002,0.75294119,0.04488986,0.68354583,0.00021584,0.05503845,false,
9,9,clean_negative/clean_9_37.jpg,validation,clean_negative,clean_negative,true_negative,0.00188720,0.60,0.59811280,0.68057275,0.04867320,0.60392159,0.75294119,0.04320601,0.68536961,0.00022006,0.05668640,false,
9,9,clean_negative/clean_9_38.jpg,validation,clean_negative,clean_negative,true_negative,0.00199446,0.60,0.59800554,0.68479013,0.04678945,0.60784316,0.75294119,0.04050203,0.68917382,0.00022602,0.06016541,false,
9,9,clean_negative/clean_9_39.jpg,validation,clean_negative,clean_negative,true_negative,0.00000396,0.60,0.59999604,0.69711685,0.00856505,0.68235296,0.71372551,0.03058837,0.70524096,0.00005745,0.00032043,false,
9,9,clean_negative/clean_9_40.jpg,validation,clean_negative,clean_negative,true_negative,0.00001148,0.60,0.59998852,0.69719076,0.01694364,0.68235296,0.70980394,0.03049011,0.70482564,0.00030018,0.01225281,false,
9,9,clean_negative/clean_9_41.jpg,validation,clean_negative,clean_negative,true_negative,0.00010892,0.60,0.59989108,0.71040088,0.04786943,0.68235296,0.82352942,0.03230531,0.71787512,0.00148770,0.09942627,false,
9,9,clean_negative/clean_9_42.jpg,validation,clean_negative,clean_negative,true_negative,0.00140532,0.60,0.59859468,0.72276282,0.05935783,0.68235296,0.86274511,0.03607118,0.73038304,0.00232888,0.17727661,false,
9,9,clean_negative/clean_9_43.jpg,validation,clean_negative,clean_negative,true_negative,0.02986363,0.60,0.57013637,0.72845650,0.06101210,0.68235296,0.87058824,0.04169647,0.73649812,0.00294327,0.23576355,false,
9,9,clean_negative/clean_9_44.jpg,validation,clean_negative,clean_negative,true_negative,0.03389177,0.60,0.56610823,0.73047209,0.06432976,0.66666669,0.87450981,0.04736316,0.73883760,0.00359490,0.30439758,false,
9,9,clean_negative/clean_9_45.jpg,validation,clean_negative,clean_negative,true_negative,0.19768444,0.60,0.40231556,0.72923338,0.07392683,0.60784316,0.88235295,0.05997697,0.73898697,0.00431812,0.38458252,false,
9,9,clean_negative/clean_9_46.jpg,validation,clean_negative,clean_negative,true_negative,0.14072838,0.60,0.45927162,0.71686572,0.07560446,0.59607846,0.86274511,0.07256003,0.72816068,0.00398368,0.39736938,false,
9,9,clean_negative/clean_9_47.jpg,validation,clean_negative,clean_negative,true_negative,0.13589669,0.60,0.46410331,0.69794977,0.07161877,0.58431375,0.82352942,0.07933709,0.70989013,0.00372975,0.39340210,false,
9,9,clean_negative/clean_9_48.jpg,validation,clean_negative,clean_negative,true_negative,0.11775434,0.60,0.48224566,0.68802625,0.07335694,0.57647061,0.80784315,0.08152771,0.69981819,0.00387814,0.40461731,false,
9,9,clean_negative/clean_9_49.jpg,validation,clean_negative,clean_negative,true_negative,0.14495266,0.60,0.45504734,0.68004274,0.07353701,0.57254905,0.79607844,0.08315095,0.69177115,0.00356141,0.38070679,false,
